date,code,diary_text
1885-04-23,sa_024r_0030_0050_0080,"23일(9일, 목, 맑음, 삼가다) 수업 여전하다. 이날 『신보(申報)』에, “본월 4일에 일본 사신 이토 히로부미가 이부상(李傅相: 리훙창)과 더불어 의논하여 정한 가운데 조선에 주찰(駐紮)한 중·일 양국병이 4개월 뒤에 각각 철회한다더라”고 하였다. 그렇다면 우리나라가 흥하느냐, 마느냐 하는 것은 다시 4개월 뒤에 국사가 어떻게 되느냐에 달려 있는 것이다."
1885-04-24,sa_024r_0030_0050_0090,"24일(10일, 금, 맑음, 삼가다) 수업 여전하다."
1885-04-25,sa_024r_0030_0050_0100,"25일(11일, 토, 맑음, 삼가다) 이날은 곧 반공휴일이다. 날씨가 매우 청량하다. 밤에 증전루(增田樓)에 가서 홀로 술 마시고 돌아오다."
1885-04-26,sa_024r_0030_0050_0110,"26일(12일, 일, 맑음, 삼가다) 이날은 공휴일이다. 아오끼(靑木)와 같이 하시기쓰(橋詰)를 찾아보고 돌아오다."
1885-04-27,sa_024r_0030_0050_0120,"27일(13일, 월, 맑음, 삼가다) 수업 여전하다."
1885-04-28,sa_024r_0030_0050_0130,"28일(14일, 화, 맑음, 삼가다) 수업 여전하다."
1885-04-29,sa_024r_0030_0050_0140,"29일(15일, 수, 맑음, 삼가다) 수업 여전하다."
1885-04-30,sa_024r_0030_0050_0150,"30일(16일, 목, 맑음, 삼가다) 가랑비 오다 곧 그치다. 연일 달빛이 매우 아름답다."
1885-05-01,sa_024r_0030_0050_0160,"5월 1일(17일, 금, 맑음, 삼가다) 이날 본넬((憑: W. B. Bonnell 선생에게 일이 있어 수업하지 않다."
1885-05-02,sa_024r_0030_0050_0170,"2일(18일, 토, 맑음, 삼가다) 수업하지 않다. 밤에 가친(家親)과 자주(慈主)전에 올리는 평서와 운태 민영익 에게 보내는 문안 편지 쓰다. 또 포크에게도 편지를 써서 전해줄 것을 부탁하다. 다음 우편선(郵便船)을 기다려 부칠 요량이다."
1885-05-03,sa_024r_0030_0050_0180,"3일(19일, 일, 맑음, 삼가다) 날씨가 매우 덥다. 오후에 한가로이 거닐다. 나가미와 같이 공원에 가서 구경하다. 공원 안에는 온갖 꽃들이 곱게 웃고 꽃다운 풀들이 푸른 비단처럼 땅에 깔려 있다. 바람이 있어 서원으로 돌아오다."
1885-05-04,sa_024r_0030_0050_0190,"4일(20일, 월, 맑음, 삼가다) 수업 여전하다. 날씨가 덥다. 밤에 소나기 퍼붓듯이 내리고, 천둥 치고 번개가치더니 1시간 쯤 지나 멎다."
1885-05-05,sa_024r_0030_0050_0200,"5일(21일, 화, 맑음, 삼가다) 수업 여전하다."
1885-05-06,sa_024r_0030_0050_0210,"6일(22일, 수, 맑음, 삼가다) 수업하다. 아침에 우편국에 가 서울로 보내는 편지를 부치고 서류를 찾아가지고 오다. 시간이 9시가 되었다."
1885-05-07,sa_024r_0030_0050_0220,"7일(23일, 목, 맑음, 삼가다) 수업 여전하다. 엊저녁에 일찍 잤는데 아침에 또 늦게 일어났다."
1885-05-08,sa_024r_0030_0050_0230,"8일(24일, 금, 맑음, 삼가다) 수업 여전하다. 자못 덥다. 오후에 가는 비 잠깐 뿌리고 멎다. 저녁 7시 전부터 비 내려 밤 10시경에 가서 멎다."
1885-05-09,sa_024r_0030_0050_0240,"9일(25일, 토, 맑음, 삼가다) 학원에서 한가롭게 노닐다. 이날이 반공휴일인 까닭이다. 영국사를 읽다."
1885-05-10,sa_024r_0030_0050_0250,"10일(26일, 일, 흐림, 삼가다) 이날은 일요일이다. 낮게 비오다 곧 멎다. 종일 개다 비오다 하다. 저녁에 나가미와 같이 도시락집에서 저녁 들고 한가롭게 거닐다 돌아오다."
1885-05-11,sa_024r_0030_0050_0260,"11일(27일, 월, 맑음, 삼가다) 수업 여전하다."
1885-05-12,sa_024r_0030_0050_0270,"12일(28일, 화, 맑음, 삼가다) 수업 여전하다."
1885-05-13,sa_024r_0030_0050_0280,"13일(29일, 수, 비, 삼가다) 수업 여전하다. 아침에 비오다."
1885-05-14,sa_024r_0030_0060_0010,"14일(4월 1일, 목, 맑음, 삼가다) 수업 여전하다."
1885-05-15,sa_024r_0030_0060_0020,"15일(2일, 금, 비, 삼가다) 수업 여전하다. 아침부터 밤까지 비 멎지 않다."
1885-05-16,sa_024r_0030_0060_0030,"16일(3일, 토, 비, 삼가다) 학원에서 지내다. 영국사 읽고 고문(古文)을 보다. 저녁때 개다."
1885-05-17,sa_024r_0030_0060_0040,"17일(4일, 일, 맑음, 삼가다) 날씨가 고르고 따뜻하다. 설교를 듣고 점심 마친 뒤 나가미와 같이 성안을 거닐다 돌아와 목욕하다. 시간이 4시간 지나서야 학원으로 돌아오다."
1885-05-18,sa_024r_0030_0060_0050,"18일(5일, 월, 맑음, 삼가다) 선생이 사정으로 나오지 않아 수업하지 않다."
1885-05-19,sa_024r_0030_0060_0060,"19일(6일, 화, 맑음, 삼가다) 수업 여전하다. 저녁에 나가미와 같이 알렌선생 댁에 가서 차 마시고 돌아오다."
1885-05-20,sa_024r_0030_0060_0070,"20일(7일, 수, 맑음, 삼가다) 수업 여전하다."
1885-05-21,sa_024r_0030_0060_0080,"21일(8일, 목, 맑음, 삼가다) 수업 여전하다."
1885-05-22,sa_024r_0030_0060_0090,"22일(9일, 금, 맑음, 삼가다) 수업 여전하다."
1885-05-23,sa_024r_0030_0060_0100,"23일(10일, 토, 흐림, 삼가다) 수업하지 않다. 반공휴일이다. 가랑비 내리다 저녁때 개다. 낮잠 자고 밤에 고문(古文)을 보다. 이날 일보를 보니 청일약관(淸日約款: 텐진조약)이 보도되었다. “두 나라의 경성 주둔 병대를 모두 철수한 뒤 조선정부에 1대의 경위병(警衛兵)을 편성, 교사를 초청하여 연습시키도록 권하다. 청·일은 이후부터 군대를 파견하지 않는다. 만약 사고가 있으면 두 나라가 서로 알린 뒤 각기 군대를 파견하여 상민(商民)을 보호한다. 사건이 가라앉으면 곧 철수하고, 오래 머무르지 않는다”고 하였다."
1885-05-24,sa_024r_0030_0060_0110,"24일(11일, 일, 흐림, 삼가다) 수업하지 않다. 아침 설교를 마친 뒤 일본인 공부방에서 한담하다. 점심 먹은 뒤 산보하여 공원으로 가서 구경하다. 짙은 녹음, 꽃다운 풀, 아름다운 꽃들이 울긋불긋하게 비치고 봄 물은 우연히 흐르는데 고기잡이 돛단배들이 오락가락한다. 의자에 걸터앉아 바라보니 풍경이 아름답다. 그런데 청인은 귀천(貴賤)을 막론하고 공원 밖에서 주저하여 감히 들어오지 못하는 것을 보니 청국인(胡人)들이 수모를 받는 것이 한탄스럽기도 하거니와 그 스스로 큰 체하는 것이 더욱 가증스럽기도 하다. 서양 남녀들이 세상을 횡행하나 능히 대적하지 못하는 것을 생각하니 문명의 귀중함이 부럽다. 우리가 미치지 못하는 것이 가장 원통하고, 우리나라가 떨치지 못하는 것이 매우 근심스럽고, 일본인들이 능히 변화한 것이 참으로 대견스럽다. 홀로 앉아 신음하길 한 시간 남짓, 꽃은 떨어져 옷에 가득한데 절의 종이 저녁을 알린다. 인하여 일어서 마쓰다(增田)의 찻집으로 돌아오다. 마쓰다 도시요리(增田耊)는 이미 집을 거두어 귀국하고 그 찻집은 팔아넘겨 다른 사람이 경영하고 있다. 오직 ‘김상’만이 남아 있다. 차를 마시고 돌아오는 길에 나가미를 만나 다시 산보하여 공원에 갔다가 곧 도시락집으로 돌아와 목욕하고 서원으로 돌아오다. 시간은 이미 5시 반이었다."
1885-05-25,sa_024r_0030_0060_0120,"25일(12일, 월, 흐림, 삼가다) 수업 여전하다. 비오다."
1885-05-26,sa_024r_0030_0060_0130,"26일(13일, 화, 흐림, 삼가다) 수업 여전하다. 흐리다."
1885-05-27,sa_024r_0030_0060_0140,"27일(14일, 수, 흐림, 삼가다) 수업 여전하다. 비 그쳤으나 아직도 흐리다."
1885-05-28,sa_024r_0030_0060_0150,"28일(15일, 목, 맑음, 삼가다) 수업 여전하다. 날씨가 따뜻하고 바람 고르다."
1885-05-29,sa_024r_0030_0060_0160,"29일(16일, 금, 맑음, 삼가다) 수업 여전하다. 밤에 나가미와 같이 한담하다."
1885-05-30,sa_024r_0030_0060_0170,"30일(17일, 토, 흐림, 삼가다) 반공휴일이다. 날씨 흐리다. 밤에 나가미와 같이 난간에 기대어 달을 바라보면서 한담하다 밤중에 잠자리에 들다."
1885-05-31,sa_024r_0030_0060_0180,"31일(18일, 일, 비, 삼가다) 서원에서 지내다. 영국사 읽다."
1885-06-01,sa_024r_0030_0060_0190,"6월 1일(19일, 월, 흐림, 삼가다) 수업 여전하다."
1885-06-02,sa_024r_0030_0060_0200,"2일(20일, 화, 맑음, 삼가다) 수업 여전하다."
1885-06-03,sa_024r_0030_0060_0210,"3일(21일, 수, 맑음, 삼가다) 수업 여전하다. 이날 지리책 다 읽다. 저녁 7시에 취침하다."
1885-06-04,sa_024r_0030_0060_0220,"4일(22일, 목, 맑음, 삼가다) 아침에 미국 총영사관에 가다. 한 달 용돈을 찾으려 하였으나 공무에 매우 바쁜 듯하여 그냥 돌아오다. 수업 여전하다. 저녁때 나가미와 같이 나선생을 방문하다. 근일에 영국함대가 우리나라 남해의 거문도(巨文島)를 침략하여 취하였다고 한다. 074 074 근일에 영국함대가 우리나라 남해의 거문도(巨文島)를 침략하여 취하였다고 한다. 거문도-거마도(巨磨島) Port Hamiltion사건을 가리킴 이는 외국이 첫 번째로 우리의 땅을 취한 사건이다. 우리나라는 군대는 약하고 백성은 가난하고 내정을 닦지 못하고 있는 터인데 외환(外患)이 이와 같다. 알지 못하겠다. 조선이 능히 며칠이나 견디다가 남의 땅이 되어버릴 것인지를. 생각이 이에 미치니 걱정이 되고 근심이 깊어져 부끄럽고 원통함을 깨닫지 못하겠다."
1885-06-05,sa_024r_0030_0060_0230,"5일(23일, 금, 맑음, 삼가다) 아침 11시경에 미국영사관에 가서 수표를 찾아가지고 은행에 가 30원을 찾아가지고 돌아오다. 수업 여전하다."
1885-06-06,sa_024r_0030_0060_0240,"6일(24일, 토, 맑음, 삼가다) 오후에 나가미와 같이 가서 커피·우유과자·빵 등을 사가지고 오다. 밤에 나가미와 같이 한담하다 2시가 되어 일어나다. 나가미가 뜻을 버리지 말고 급히 도모하지도 말 것으로 권하였다. 인하여 도쿠가와 이에야스(德川家康)의 말을 암송하며 “먼 길을 가는 것과 같이 서두르지도 말고 게을리하지도 말라”고 하였다. 가히 달언(達言)이라 하겠다."
1885-06-07,sa_024r_0030_0060_0250,"7일(25일, 일, 맑음, 삼가다) 아침 설교를 들은 뒤 나가미·미즈노(水野) 두 사람과 같이 부근 시골 길을 산보하고 서원으로 돌아오다. 오후 2시에 다시 나가미와 일본영사관의 여러 사람과 같이 성내로 가서 구경하고 벼루를 사 가지고 돌아오다. 이때가 4시경이다."
1885-06-08,sa_024r_0030_0060_0260,"8일(26일, 월, 비, 삼가다) 수업 여전하다. 종일 비오다."
1885-06-09,sa_024r_0030_0060_0270,"9일(27일, 화, 비, 삼가다) 수업 여전하다."
1885-06-10,sa_024r_0030_0060_0280,"10일(28일, 수, 맑음, 삼가다) 수업 여전하다. 밤에 알렌선생댁에 가서 설교 듣고 오다."
1885-06-11,sa_024r_0030_0060_0290,"11일(29일, 목, 맑음, 삼가다) 수업 여전하다. 일전 『일본신보』에 “영국인이 거문도를 잠시 점거(占據)하는 일로 우리 정부에 조회(照會)하여 조차(租借)를 허락하면 지세(地稅)를 바치겠다”고 하였다 한다. 들으니 뮐렌도르프가 나가사끼로 와서 영국인과 거문도 일을 담판하고 있다 한다. 이날 팰리스(Paleys)의 『만국사』를 사다."
1885-06-12,sa_024r_0030_0060_0300,"12일(30일, 금, 맑음, 삼가다) 수업 여전하다. 저녁 7시쯤 나가미·후차우질(胡超群) 양군(兩君)과 같이 초대를 받아 나선생댁으로 가서 만찬을 들고 9시경에 서원으로 돌아오다. 나가미와 같이 한담하다. 1시 남짓하여 취침하다."
1885-06-13,sa_024r_0030_0070_0010,"13일(5월 1일, 토, 흐림, 삼가다) 이날은 반공휴일이다. 서원에서 사서(史書) 읽다."
1885-06-14,sa_024r_0030_0070_0020,"14일(2일, 일, 흐림, 삼가다) 서원에서 지내다. 비가 쏟아붓듯 오다. 밤에도 멎지 않다."
1885-06-15,sa_024r_0030_0070_0030,"15일(3일, 월, 흐림, 삼가다) 이날은 수업해야 했다. 그러나 구력(舊曆)으로 단오절이었기 때문에 이날부터 방학하다. 낮에 들으니 오시피호가 나가사끼로부터 도착했다고 하기에 곧 가서 집의 편지를 찾다. 정월과 3월초에 써서 내리신 것이다. 몇 달을 두고 바라다가 평안하다는 집안의 편지를 받으니 객지의 회포를 기쁘게 위로하여 준다. 그런데 들으니 근래 상께서도 나를 의심하는 마음이 있다 한다. 듣고 보니 엎드려 한탄스럽고 원통함을 이기기 어렵다. 밤에 모교낭(毛橋娘: 백낭)의 편지를 보니 곤전(坤殿)께서도 내가 출국한 일을 크게 의심하여 내어보낸 것을 후회하는 말씀이 있었다고 한다. 듣고 보니 매우 황송스럽다. 스스로 생각건대 지난해에 궁궐을 출입하면서 불측한 생각을 품어 군부모(君父母)를 속인 바는 없다. 그런데 이제 이와 같이 억울하고 억울한 말을 듣게 되니 의심되고 근심스러워 침식이 달지가 않다. 밤에 가친께 올리는 평서를 쓰다. 또 ‘구금산미녀감송(舊金山美女感頌)’을 번역하고, 작년에 곤전께서 수놓은 병풍, 꽃무늬 방석을 내리실 때 주신 글을 동봉하다. 이날 여름 양모자 등 일용품을 사다."
1885-06-16,sa_024r_0030_0070_0040,"16일(4일, 화, 흐림, 삼가다) 비오고 흐리다. 서원에서 학과 준비하다. 『미국이언(美國俚諺)』 책을 읽다. 저녁때부터 비 내려 밤을 지나 아침에 가서 조금 멎다."
1885-06-17,sa_024r_0030_0070_0050,"17일(5일, 수, 흐림, 삼가다) 아침부터 비가 쏟아붓듯이 오다. 서원에서 학과공부 하다. 종일 비오다. 일전에 송서방의 편지를 보고 비로소 번아도우군이 이미 음력 3월경에 서울을 떠난 것을 알게 되었다."
1885-06-18,sa_024r_0030_0070_0060,"18일(6일, 목, 흐림, 삼가다) 아침에 나가미와 같이 도시락집에 가 목욕하고 아침을 든 뒤 서원으로 돌아오다. 비오다. 수업 여전하다. 밤에 일본 신문을 보니 우리나라 강원도에 민란이 있었으나 곧 진정되었다고 한다. 또 보니 박 박영효 과 양서 서광범·서재필 가 같이 미국으로 갔다고 한다. 또 전하기를 영국인이 거문도에 군함을 대고 전기를 포설하고 도민을 구사(驅使)하여 돈대(臺)를 쌓고 도랑을 팠는데, 곧 제주(濟州)로 가서 긴요한 곳에 요새를 세울 것이라고 한다."
1885-06-19,sa_024r_0030_0070_0070,"19일(7일, 금, 맑음, 삼가다) 수업 여전하다. 밤에 비오다. 밤에 포크에게 답장 쓰다."
1885-06-20,sa_024r_0030_0070_0080,"20일(8일, 토, 맑음, 삼가다) 반공휴일이다. 오후에 집에 보내는 편지와 포크에게 보내는 답장을 다듬어 우편국에 가 부치고 서류를 찾아 가지고 오다. 밤에 비오다. 조선의 정치하는 사람들은 어찌하여 꿈에서 깨어나려 하지 않는가? 대저 편안할 때 위태로움을 잊지 않고 안으로 백성의 안녕을 지키고 밖으로 이웃의 걱정을 살펴야만 지식 있고 문명한 정부의 소행이라 할 수 있는 것이다. 어찌 감히 지금의 우리 정부에 이를 바랄 수 있겠는가. 지금 안으로 도적이 봉기하여 백성들이 안도하지 못하고 밖으로는 강한 이웃이 엿보아 영토를 이미 빼앗기고 있다. 이러한 때를 당하여 국세의 위태로움을 어찌 지자(知者)를 기다려 논한다 하겠는가? 비록 촌동(村童)과 우부(愚夫)라도 참으로 이목이 있는 자라면 호랑이는 두려운 동물이며 도적은 마땅히 막아야 한다는 것을 알 수 있는 것이다. 그런데 지금의 우리 정부는 날로 탐학만 일삼아 백성들이 편안히 살지 못하고 도탄에서 헤매고 있는데도 오히려 돌볼 생각을 않으며, 나라의 토지가 남에게 먹혀도 오히려 깨닫지 못하고 있으니, 어찌 원통하지 않겠는가? 혹자는 말하리라. 우리나라는 지금 백성들은 피폐하고 재물은 빈약하여 비록 외침을 근심한다 하여도 어찌할 수 있겠는가 라고. 참으로 조정의 신하들이 무심해서가 아니라 단지 국력이 미치지 못하기 때문이라고. 그러나 그렇지 않다. 대저 세계의 부강한 나라들도 처음에는 가난하고 약하지 않은 것이 아니었다. 다만 전진하여 게을리하지 않았고, 부강을 도모하였고, 농사철을 빼앗지 않았고, 거두는 조세를 가벼이 하였던 것이다. 백성들이 이에 편해지자 예의로 가르치고 형률로 묶어 그 권리를 보장하여 자유와 천복을 누리게 하였던 것이다. 이런 까닭에 백성들이 충군·애국하는 뜻을 알아 상하가 같이 근심하고 같이 기뻐하게 되고, 안으로는 그 업을 편안히 하고 밖으로는 능히 남의 업신여김을 막을 수 있었던 것이다. 우리나라는 이와는 반대로 행하는 까닭에 백성들이 그 탐학에 시달려 원수처럼 여기고 있으니 어느 겨를에 나라를 위하여 힘을 내겠는가. 혹자는 말하리라. 지금 우리 조정의 신하들이 나라를 근심하지 않는 것은 아니나 상께서 만기(萬機)를 친히 살피고 있어 비록 좋은 방책이 있다고 하더라도 능히 오로지 행할 수 없으니 어찌하겠는가 라고. 그러나 그런 것이 아니다. 군부모(君父母)의 백성 사랑하는 은정을 밑에서 헤아려 받들지 못하는 까닭에 상하의 정의가 벌어지는 것이다. 그리고 권세와 벼슬만 다투고 구차히 제 몸을 살찌게 하는 것이 우리나라 조정 신하들이 주야로 경영하는 것이다. 그러니 어찌 좋은 방책을 낼 수 있겠는가? 폐일언하고 지금 우리 조정이 믿는 바는 돈미(豚尾: 청국)에 지나지 않고 외무는 온전히 목가(木哥: 뮐렌도르프)에게 맡기어, 스스로 가히 의지할 수 있는 장성(長城)으로 삼아 외무에 관한 좋은 방책을 강구하려 하지 않는다. 그러니 어찌 백성들의 수고로움을 돌아보겠는가? 이와 같이 하고서는 능히 국가를 태산같은 반석 위에 지킬 수 없는 것이다. 이로 미루어 볼 때 우리나라에는 멀지 않아 반드시 변란이 있게 될 것이다. 근래 국사가 날로 잘못되어 가는 것은 천운이어서 능히 힘으로 구제할 수 없을 것 같다. 대원군의 작란에서 비롯되고 이어서 사납고 급한 필용(匹勇) 무리의 난 갑신정변 이 이와 같은 터에, 조정에서는 오히려 새로이 떨치게 하는 방책을 강구하지 않고 백성을 탐학하여 마지않으며 날로 아첨하는 것을 일삼아 군왕의 총명을 가리우고 있다. 이리하여 백성들의 괴로움과 원망이 극에 사무치게 되었다. 무릇 괴로움이 극에 사무치면 원망이 생기게 되고 원망이 사무치면 난리를 생각하는 것이 세상의 당연한 이치이다. 뱀과 전갈이나 새와 짐승과 같은 미물도 노여움이 극에 달하면 사람을 물거늘, 하물며 백성들은 나라의 근본인 것이다. 나무에는 뿌리가 있고 물에는 근원이 있다. 지금 뿌리가 썩고 근원이 말랐는데 능히 가지나 잎이 번성하고 하류가 길게 흐르기를 바랄 수 있겠는가. 다만 임금은 어질지만 어진 신하를 얻지 못하여 마침내 나라를 이같이 위태한 지경에 이르게 하였으니 어찌 한탄스럽지 않겠는가? 그 임금의 녹을 먹고 그 임금의 총애를 받으면서, 이 같은 어지러운 때를 당하여 국세를 진작시킬 방책은 생각하지 않고 도리어 재능 있는 사람을 시기하고 구차히 돈미(豚尾)에 붙어 낡은 의견을 망령되이 고집하고 새롭게 밝은 것은 번번이 방해하고 있다. 그러니 지금 우리 조정의 대신이라고 하는 자들의 죄가 어찌 가볍다 할 것인가. 마침 신문을 보니 우리나라에 민란이 자주 일어난다는 설이 있다. 국난의 징조가 보여 걱정을 그칠 수 없기에 생각되는 바를 잠깐 적어 두는 것이다. 그러나 또한 하늘이 기울어짐을 걱정하는 것과 같은 것이라고 하였다. 매일 밤 모기로 달게 잘 수가 없다."
1885-06-21,sa_024r_0030_0070_0090,"21일(9일, 일, 흐림, 삼가다) 아침부터 비오다 저녁때 가서 멎었으나 아직도 흐린 날씨다."
1885-06-22,sa_024r_0030_0070_0100,"22일(10일, 월, 흐림, 삼가다) 아침에 개다. 수업 여전하다. 오후에 소나기 퍼붓듯 오다. 이부자리와 베개를 난간에 내다 걸었다가 흠뻑 적시고 말았다."
1885-06-23,sa_024r_0030_0070_0110,"23일(11일, 화, 흐림, 삼가다) 수업 여전하다. 종일 흐리다. 저녁때 가랑비 뿌리다 곧 멎다. 이날 『신보』에 불란서와 청국이 강화했다고 하였다. 다음을 기다려 적겠다."
1885-06-24,sa_024r_0030_0070_0120,"24일(12일, 수, 흐림, 삼가다) 수업 여전하다. 밤에 비 조금 오다."
1885-06-25,sa_024r_0030_0070_0130,"25일(13일, 목, 흐림, 삼가다) 수업 여전하다. 종일 흐리고 혹 비오다."
1885-06-26,sa_024r_0030_0070_0140,"26일(14일, 금, 맑음, 삼가다) 수업 여전하다. 근일 『신보』에 조선에 관서(官署)를 설치하고 조선을 보호한다는 설이 실렸다. 썩고 완고한 논담(論談)이 시세를 알지 못한다. 읽고 나니 어느새 돼지 냄새가 코를 찌르는 것 같다. 이 같은 사람들의 속방(屬邦)이 되어 달게 여기며 머리를 숙이는 자는 도리어 돼지꼬리만도 같지 못한 자이다. 조선인이 받는 치욕이 세상에서 이보다 더한 것이 어디 있겠는가? 조선의 지금 사세는 위로 임금의 얼굴에 근심이 가득하고 아래로 쓸모없는 사람이 조정에 가득하다. 백성들의 어려움은 물이 말라버린 곳에 있는 고기와 같고 도적의 횡행함이 숲속에서 벌떼가 일어나는 것과 같다. 군대는 있으나 단지 이는 오합(烏合)의 무리이며 재물이 없어 개미둑 만한 준비도 되어 있지 못하다. 북쪽의 독수리 러시아 가 힘을 길러 곧 기회를 기다려 날개를 떨치려 하고, 서쪽의 사자 영국 가 탐욕을 내어 이미 문으로 들어와 방을 엿보고 있다. 사방의 이웃에게 잠식될 염려가 눈앞에 나타나 있어 조선의 계란을 쌓아놓은 듯한 위태로움을 말로 다 할 수가 없다. 더욱 돈미(豚尾)의 수모를 받음이 날마다 심해지고 있는 것이다. 진실로 사람의 마음을 가진 인사라면 걱정하고 한탄하지 않을 수 없을 것이다. 아아. 좌의정 김홍집은 왕의 은혜를 두터이 입어 일국의 책임을 맡고 있으면서 여우처럼 아첨하고 파리처럼 붙어 옛 것을 가까이하고 새로운 것을 해치고 있다. 목참판 뮐렌도르프 은 오직 자기 욕심만 채우고 남의 나라는 돌보려 하지 않는다. 내환은 점점 깊어져 물이 쏟아져 들어오는 것과 같고 외환은 날로 더하여 불이 타는 것만 같다. 그런데도 분발하고 떨쳐 일어나 새롭고 밝은 것을 도모하지 않고 있으니 이 두어 사람들은 땅덩어리를 남에게 넘겨주고서야 마음에 편히 여기는 자들인가. 괴롭고 답답하다. 만약 민영익이 과연 재주와 지혜를 갖춘 인사라면 조선이 어찌 이 지경에 이르렀겠는가. 말을 한들 무슨 소용 있겠는가. 밤에 바람이 고요하고 달이 밝다. 근래 십 여 일 동안 제일 좋은 날씨이다."
1885-06-27,sa_024r_0030_0070_0150,"27일(15일, 토, 흐림, 삼가다) 종일 햇볕 나지 않다. 반공휴일이다. 방과 책상을 정돈 소제하고 책을 보고 혹은 나가미와 한담하기도 하다. 밤에 바람 고요하나 검은 구름 끼다."
1885-06-28,sa_024r_0030_0070_0160,"28일(16일, 일, 흐림, 삼가다) 아침 설교를 들은 뒤 복숭아 과수원에 가려 하였으나 비가 내려 그만두다. 오후에 나가미와 같이 공원을 산책하다가 나만 먼저 돌아오다. 고단하여 잠자다. 시간은 2시쯤이다. 6시 반에 일어나다. 밤에 달이 있더니 10시경에 소나기가 연달아 퍼붓다 혹은 멎기도 하고 가랑비가 오기도 하다. 밤 2시경에 자다."
1885-06-29,sa_024r_0030_0070_0170,"29일(17일, 월, 흐림, 삼가다) 아침 수업 여전하다. 종일 짙게 흐리어 개지 않다. 이날 『일본신보』에 보도하기를, “조선은 목인덕 뮐렌도르프 을 전권대신(全權大臣)에 임명하여 러시아와 근자에 조약 몇 조를 체결했는데 자세한 것은 알 수 없다. 요컨대 모두 중국에는 해롭고, 러시아에는 이롭고, 영국과 일본에는 이로운 것이 없다”고 하였다."
1885-06-30,sa_024r_0030_0070_0180,"30일(18일, 화, 흐림, 삼가다) 수업 여전하다. 종일 짙게 흐리다. 아침에 비오다. 밤에 각과(各科)를 공부하다. 밤 3시에 잠자다."
1885-07-01,sa_024r_0030_0070_0190,"7월 1일(19일, 수, 맑음, 삼가다) 수업 여전하다. 아침에 비오더니 저녁때 개어 태양이 욱연(旭然)히 솟아 나오다. 이날 청인이 평한 서고(書稿)를 본넬선생에게 보이다. 본넬선생이 경계하여 말하기를, “선비가 나라를 위하여 마음으로 흑백을 논평하는 것이 좋지 않은 것은 아니다. 그리고 외국인이나 청인을 평하는 것은 자네가 하고 싶은 대로 해도 좋다. 그러나 귀국의 일을 평하는데 있어서는 결코 방심해서는 안된다. 대저 압제적 정치에 대한 정언(正言)·직론(直論)은 용납되지 않는 것이니, 자네는 삼가야 할 것이다. 붕우(朋友)에 대한 서찰은 더욱 언행을 조심하고 삼가지 않으면 안된다. 한번 눈에 거리끼는 말이나 입에 익숙하지 않은 평이 있으면, 바라건대 소홀하게 글로 써서 남에게 주어 수작하지 말아야 한다”고 하였다. 세상의 형편과 인정에 통달하고 진퇴와 억양을 알아서 제자를 가르치고 경계하는 것이 참으로 남의 스승으로서 부끄러움이 없다. 고맙다. 밤에 알렌선생댁에 가서 설교를 듣고 오다. 시간이 9시 반이다."
1885-07-02,sa_024r_0030_0070_0200,"2일(20일, 목, 흐림, 삼가다) 수업 여전하다. 이날 일본 신문을 보니, “조선정부가 러시아정부의 요구에 응하여 제주의 조차(租借)를 허락하였다”고 하였다. 또 “조선과 러시아가 맺은 내약(內約)에 러시아의 보호를 부탁하였다”고 하였다. 이를 비록 믿을 수 없다 하더라도 또한 믿을 만한 단서가 있는 것이다. 2, 3년 전 조정 내에서 일찍이 이러한 논의가 있었던 까닭이다."
1885-07-03,sa_024r_0030_0070_0210,"3일(21일, 금, 흐림, 삼가다) 수업 여전하다."
1885-07-04,sa_024r_0030_0070_0220,"4일(22일, 토, 맑음, 삼가다) 아침 설교를 들은 뒤 오후 2시 반에 나가미와 같이 일본 우편 기선이 떠나는 것을 보다. 이어 걸어서 사거리의 행화루(杏花樓)로 가서 서양요리 한 상을 들고 목욕한 뒤 서원으로 돌아오다. 시간은 이미 8시 반이다. 산보할 때 우리나라 사람 한 명을 길에서 보다. 이날은 미국이 독립할 날이다."
1885-07-05,sa_024r_0030_0070_0230,"5일(23일, 일, 맑음, 삼가다) 아침 설교를 들은 뒤 본넬선생을 따라 나가미와 같이 유니온 교회당(Union Chapel)에 가서 방청하고 돌아오다. 시간은 오후 1시다. 점심 든 뒤 고단하여 2시경에 옷을 벗고 쓰러져 자다 일어나다. 시간은 벌써 5시 반이다."
1885-07-06,sa_024r_0030_0070_0240,"6일(24일, 월, 맑음, 삼가다) 수업 여전하다."
1885-07-07,sa_024r_0030_0070_0250,"7일(25일, 화, 흐림, 삼가다) 수업 여전하다."
1885-07-08,sa_024r_0030_0070_0260,"8일(26일, 수, 비, 삼가다) 수업 여전하다. 저녁때 큰 비 오다. 이 여름에 일본, 청국 여러 곳에 비가 많이 내려 곡식 해친 것이 적지 않다고 한다."
1885-07-09,sa_024r_0030_0070_0270,"9일(27일, 목, 비, 삼가다) 수업 여전하다. 비오다."
